Node label	Node label ORF	Domain (predominant)	Neighborhood score [max=1, min=0] (predominant)	Total number of enriched domains	Number of enriched attributes per domain
YLL019C	YLL019C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLL021W	YLL021W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,60,9,0,0
YLL022C	YLL022C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLL024C	YLL024C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLL031C	YLL031C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLL033W	YLL033W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLL035W	YLL035W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLL036C	YLL036C	6	1.000	2	0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
YLL039C	YLL039C	11	1.000	1	0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
YLL040C	YLL040C	9	0.453	1	0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
YLL043W	YLL043W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLL045C	YLL045C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLL049W	YLL049W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLL050C	YLL050C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLL051C	YLL051C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR001C	YLR001C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR002C	YLR002C	8	0.669	2	0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0
YLR003C	YLR003C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR005W	YLR005W	15	0.367	2	0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
YLR006C	YLR006C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR007W	YLR007W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR008C	YLR008C	5	0.807	2	0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0
YLR009W	YLR009W	8	1.000	3	0,0,0,0,1,0,13,6,0,0,0,0,0,0,0,0
YLR015W	YLR015W	15	1.000	3	0,0,0,0,0,0,0,0,0,0,0,0,6,93,1,0
YLR018C	YLR018C	9	0.445	1	0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
YLR021W	YLR021W	11	0.604	1	0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
YLR024C	YLR024C	11	0.978	2	0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0
YLR025W	YLR025W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR026C	YLR026C	3	1.000	3	8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR028C	YLR028C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR029C	YLR029C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR030W	YLR030W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR032W	YLR032W	15	0.455	2	0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0
YLR033W	YLR033W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0
YLR038C	YLR038C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR039C	YLR039C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR040C	YLR040C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR043C	YLR043C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR045C	YLR045C	14	0.862	3	0,0,0,0,0,0,0,0,0,1,0,0,20,3,0,0
YLR048W	YLR048W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR055C	YLR055C	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,1,67,0,0
YLR056W	YLR056W	11	0.798	1	0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
YLR060W	YLR060W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR061W	YLR061W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR064W	YLR064W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR071C	YLR071C	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,4,92,0,0
YLR074C	YLR074C	9	0.681	1	0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
YLR075W	YLR075W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR078C	YLR078C	3	0.849	1	0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR079W	YLR079W	15	0.653	3	0,0,0,0,0,0,0,0,0,7,0,0,10,11,0,0
YLR081W	YLR081W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR082C	YLR082C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR083C	YLR083C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR085C	YLR085C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR086W	YLR086W	14	0.888	2	0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0
YLR088W	YLR088W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR089C	YLR089C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR094C	YLR094C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR095C	YLR095C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR096W	YLR096W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR099C	YLR099C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR100W	YLR100W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR102C	YLR102C	14	0.738	3	0,0,0,0,0,0,0,0,0,13,0,0,17,3,0,0
YLR103C	YLR103C	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,66,30,0,0
YLR110C	YLR110C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR111W	YLR111W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR112W	YLR112W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR113W	YLR113W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,14,54,0,0
YLR114C	YLR114C	3	0.771	1	0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR115W	YLR115W	16	0.833	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
YLR116W	YLR116W	6	1.000	1	0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
YLR117C	YLR117C	6	1.000	2	0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
YLR120C	YLR120C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR127C	YLR127C	14	0.844	3	0,0,0,0,0,0,0,0,0,12,0,0,14,3,0,0
YLR128W	YLR128W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR129W	YLR129W	7	1.000	2	0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0
YLR130C	YLR130C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR131C	YLR131C	14	0.997	2	0,0,0,0,0,0,0,0,0,0,0,0,32,31,0,0
YLR132C	YLR132C	6	1.000	1	0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
YLR135W	YLR135W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR141W	YLR141W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR142W	YLR142W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR145W	YLR145W	8	0.375	1	0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
YLR149C	YLR149C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR150W	YLR150W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR153C	YLR153C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR166C	YLR166C	4	0.623	1	0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR168C	YLR168C	9	0.356	1	0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
YLR171W	YLR171W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR174W	YLR174W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR175W	YLR175W	8	0.886	2	0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0
YLR176C	YLR176C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR180W	YLR180W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR181C	YLR181C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR182W	YLR182W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,62,73,0,0
YLR183C	YLR183C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR185W	YLR185W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR186W	YLR186W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR190W	YLR190W	14	0.725	3	0,0,0,0,0,0,0,0,0,10,0,0,20,8,0,0
YLR192C	YLR192C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR197W	YLR197W	8	1.000	4	0,0,0,0,1,4,12,0,0,0,0,0,0,1,0,0
YLR199C	YLR199C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR200W	YLR200W	14	1.000	3	0,0,0,0,0,0,0,0,0,0,0,4,19,3,0,0
YLR203C	YLR203C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR206W	YLR206W	13	0.941	3	0,0,0,0,0,0,0,0,0,0,0,16,3,1,0,0
YLR207W	YLR207W	11	0.375	1	0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
YLR208W	YLR208W	9	0.389	2	0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0
YLR209C	YLR209C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR210W	YLR210W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0
YLR212C	YLR212C	14	0.435	4	0,0,0,0,0,0,0,0,0,1,0,3,4,2,0,0
YLR215C	YLR215C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR216C	YLR216C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR218C	YLR218C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR220W	YLR220W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR221C	YLR221C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR222C	YLR222C	7	1.000	2	0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0
YLR223C	YLR223C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR229C	YLR229C	14	0.888	3	0,0,0,0,0,0,0,0,0,0,0,2,15,5,0,0
YLR234W	YLR234W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR238W	YLR238W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR242C	YLR242C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR243W	YLR243W	15	0.683	1	0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
YLR247C	YLR247C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR255C	YLR255C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR257W	YLR257W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR259C	YLR259C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR261C	YLR261C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR262C	YLR262C	3	1.000	5	8,12,1,0,0,0,0,1,0,0,0,0,1,0,0,0
YLR264W	YLR264W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR268W	YLR268W	3	1.000	4	6,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0
YLR272C	YLR272C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR273C	YLR273C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR274W	YLR274W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,48,7,0,0
YLR275W	YLR275W	9	0.487	2	0,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0
YLR276C	YLR276C	8	0.806	1	0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
YLR277C	YLR277C	16	0.623	2	0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
YLR278C	YLR278C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR287C	YLR287C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR287C-A	YLR287C-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR291C	YLR291C	12	0.853	1	0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
YLR292C	YLR292C	11	0.555	1	0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
YLR293C	YLR293C	9	0.585	2	0,0,0,0,0,0,0,25,0,11,0,0,0,0,0,0
YLR295C	YLR295C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR297W	YLR297W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR298C	YLR298C	9	0.417	2	0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0
YLR300W	YLR300W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR301W	YLR301W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR303W	YLR303W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR305C	YLR305C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR306W	YLR306W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR308W	YLR308W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR309C	YLR309C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR310C	YLR310C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR312C	YLR312C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR314C	YLR314C	15	0.859	2	0,0,0,0,0,0,0,0,0,0,0,0,49,53,0,0
YLR315W	YLR315W	14	1.000	1	0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
YLR319C	YLR319C	14	0.551	3	0,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0
YLR320W	YLR320W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR321C	YLR321C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR325C	YLR325C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR327C	YLR327C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR328W	YLR328W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR330W	YLR330W	13	0.336	1	0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
YLR332W	YLR332W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR333C	YLR333C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR335W	YLR335W	9	1.000	1	0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
YLR337C	YLR337C	14	1.000	3	0,0,0,0,0,0,0,0,0,0,0,4,25,5,0,0
YLR340W	YLR340W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR342W	YLR342W	15	0.692	2	0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0
YLR344W	YLR344W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR347C	YLR347C	9	1.000	2	0,0,0,0,0,0,0,39,0,0,0,0,4,0,0,0
YLR350W	YLR350W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR354C	YLR354C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR356W	YLR356W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR367W	YLR367W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR370C	YLR370C	14	1.000	3	0,0,0,0,0,0,0,0,0,0,0,8,34,4,0,0
YLR371W	YLR371W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,30,23,0,0
YLR378C	YLR378C	11	0.754	1	0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
YLR380W	YLR380W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR381W	YLR381W	14	0.604	1	0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
YLR383W	YLR383W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR384C	YLR384C	15	0.725	1	0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
YLR387C	YLR387C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR388W	YLR388W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR390W-A	YLR390W-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR392C	YLR392C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR394W	YLR394W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR397C	YLR397C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR399C	YLR399C	15	0.778	2	0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,0
YLR401C	YLR401C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR403W	YLR403W	11	0.395	1	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
YLR408C	YLR408C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR409C	YLR409C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR410W	YLR410W	15	0.944	2	0,0,0,0,0,0,0,0,0,0,0,0,18,20,0,0
YLR412W	YLR412W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR413W	YLR413W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR417W	YLR417W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR418C	YLR418C	15	0.519	2	0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
YLR421C	YLR421C	11	1.000	2	0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0
YLR423C	YLR423C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR424W	YLR424W	6	1.000	1	0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
YLR425W	YLR425W	14	0.641	1	0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
YLR426W	YLR426W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR429W	YLR429W	13	0.546	2	0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
YLR430W	YLR430W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR438C-A	YLR438C-A	10	0.389	2	0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0
YLR440C	YLR440C	3	0.394	1	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR441C	YLR441C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR448W	YLR448W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR450W	YLR450W	11	0.342	1	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
YLR452C	YLR452C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR453C	YLR453C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML001W	YML001W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML006C	YML006C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML007W	YML007W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,3,86,0,0
YML008C	YML008C	11	0.490	1	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YML009C	YML009C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML010W	YML010W	11	0.516	2	0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0
YML012W	YML012W	3	0.499	1	0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML013W	YML013W	11	0.401	1	0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
YML015C	YML015C	15	1.000	1	0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0
YML016C	YML016C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML019W	YML019W	17	0.753	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
YML023C	YML023C	14	1.000	1	0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
YML024W	YML024W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML025C	YML025C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML026C	YML026C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML027W	YML027W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,80,15,0,0
YML028W	YML028W	14	1.000	1	0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
YML029W	YML029W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML030W	YML030W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML032C	YML032C	11	1.000	1	0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
YML034W	YML034W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML035C	YML035C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML041C	YML041C	15	0.960	2	0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0
YML046W	YML046W	6	1.000	1	0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
YML048W	YML048W	3	1.000	3	2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YML049C	YML049C	6	1.000	2	0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
YML052W	YML052W	9	0.472	1	0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
YML053C	YML053C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML055W	YML055W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML057W	YML057W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML060W	YML060W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML061C	YML061C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML062C	YML062C	9	0.402	1	0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
YML063W	YML063W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML064C	YML064C	15	0.900	2	0,0,0,0,0,0,0,0,0,0,0,0,7,34,0,0
YML065W	YML065W	14	1.000	4	0,0,0,0,0,0,0,1,0,0,0,2,52,3,0,0
YML067C	YML067C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML069W	YML069W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,28,85,0,0
YML071C	YML071C	2	0.643	2	6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML073C	YML073C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML074C	YML074C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML075C	YML075C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML077W	YML077W	3	0.499	1	0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML080W	YML080W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML081C-A	YML081C-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML086C	YML086C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML088W	YML088W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML092C	YML092C	11	1.000	2	0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0
YML093W	YML093W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML094W	YML094W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML097C	YML097C	3	0.456	1	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML098W	YML098W	15	0.697	1	0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
YML100W	YML100W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML101C	YML101C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML102W	YML102W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,19,93,0,0
YML103C	YML103C	9	1.000	1	0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
YML107C	YML107C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
